Report Start,Report End,Day of the Week,Age,Gender,Impressions,Clicks,Click Through Rate,Amount Spent,Total Conversions,Total Conversion Rate,Cost / Total Conversion,Approved Conversions,Approved Conversion Rate,Cost / Approved Conversion,Disapproved Conversions,Disapproved Conversion Rate,Cost / Disapproved Conversion
25/08/2017,25/08/2017,Friday,40-44,Male,1663441,205,0.01%,$359.47,17,8.0%,$21.15,6,3%,$59.91,11,65%,$1.92
25/08/2017,25/08/2017,Friday,40-44,Male,250499,36,0.01%,$58.14,3,8.0%,$19.38,1,3%,$58.14,2,67%,$9.69
25/08/2017,25/08/2017,Friday,40-44,Female,47929,12,0.03%,$14.59,1,8.0%,$14.59,1,8%,$14.59,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,113567,34,0.03%,$50.29,3,9.0%,$16.76,0,0%,$0.00,3,100%,$5.59
25/08/2017,25/08/2017,Friday,40-44,Male,455248,54,0.01%,$105.71,5,9.0%,$21.14,2,4%,$52.86,3,60%,$7.05
25/08/2017,25/08/2017,Friday,40-44,Male,399035,75,0.02%,$124.80,7,9.0%,$17.83,3,4%,$41.60,4,57%,$4.46
25/08/2017,25/08/2017,Friday,30-34,Female,28488,10,0.04%,$9.34,1,10.0%,$9.34,0,0%,$0.00,1,100%,$9.34
25/08/2017,25/08/2017,Friday,30-34,Male,323899,46,0.01%,$78.92,5,11.0%,$15.78,1,2%,$78.92,4,80%,$3.95
25/08/2017,25/08/2017,Friday,40-44,Male,131637,18,0.01%,$29.31,2,11.0%,$14.66,1,6%,$29.31,1,50%,$14.66
25/08/2017,25/08/2017,Friday,30-34,Female,31393,8,0.03%,$10.96,1,13.0%,$10.96,1,13%,$10.96,0,0%,$0
25/08/2017,25/08/2017,Friday,40-44,Female,34127,8,0.02%,$13.07,1,13.0%,$13.07,0,0%,$0.00,1,100%,$13.07
25/08/2017,25/08/2017,Friday,40-44,Female,28169,8,0.03%,$12.37,1,13.0%,$12.37,1,13%,$12.37,0,0%,$0
25/08/2017,25/08/2017,Friday,30-34,Male,345371,54,0.02%,$93.09,7,13.0%,$13.30,3,6%,$31.03,4,57%,$3.32
25/08/2017,25/08/2017,Friday,30-34,Male,171202,22,0.01%,$36.53,3,14.0%,$12.18,1,5%,$36.53,2,67%,$6.09
25/08/2017,25/08/2017,Friday,40-44,Male,211767,35,0.02%,$60.90,5,14.0%,$12.18,1,3%,$60.90,4,80%,$3.05
25/08/2017,25/08/2017,Friday,40-44,Female,118451,28,0.02%,$38.35,4,14.0%,$9.59,1,4%,$38.35,3,75%,$3.20
25/08/2017,25/08/2017,Friday,40-44,Male,75589,6,0.01%,$10.66,1,17.0%,$10.66,1,17%,$10.66,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,22859,6,0.03%,$9.42,1,17.0%,$9.42,0,0%,$0.00,1,100%,$9.42
25/08/2017,25/08/2017,Friday,30-34,Male,2080666,202,0.01%,$360.15,40,20.0%,$9.00,21,10%,$17.15,19,48%,$0.47
25/08/2017,25/08/2017,Friday,30-34,Female,25884,5,0.02%,$7.35,1,20.0%,$7.35,0,0%,$0.00,1,100%,$7.35
25/08/2017,25/08/2017,Friday,45-49,Female,14167,5,0.04%,$7.14,1,20.0%,$7.14,0,0%,$0.00,1,100%,$7.14
25/08/2017,25/08/2017,Friday,30-34,Male,357856,30,0.01%,$52.97,7,23.0%,$7.57,3,10%,$17.66,4,57%,$1.89
25/08/2017,25/08/2017,Friday,30-34,Male,13329,4,0.03%,$5.63,1,25.0%,$5.63,1,25%,$5.63,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,7821,4,0.05%,$6.34,1,25.0%,$6.34,1,25%,$6.34,0,0%,$0
25/08/2017,25/08/2017,Friday,40-44,Male,19581,7,0.04%,$10.43,2,29.0%,$5.22,0,0%,$0.00,2,100%,$2.61
25/08/2017,25/08/2017,Friday,45-49,Male,12186,2,0.02%,$2.67,1,50.0%,$2.67,0,0%,$0.00,1,100%,$2.67
25/08/2017,25/08/2017,Friday,30-34,Female,8410,2,0.02%,$2.36,1,50.0%,$2.36,1,50%,$2.36,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,7706,2,0.03%,$2.37,1,50.0%,$2.37,0,0%,$0.00,1,100%,$2.37
25/08/2017,25/08/2017,Friday,45-49,Female,5447,2,0.04%,$2.96,1,50.0%,$2.96,0,0%,$0.00,1,100%,$2.96
25/08/2017,25/08/2017,Friday,30-34,Male,72228,5,0.01%,$7.53,4,80.0%,$1.88,4,80%,$1.88,0,0%,$0
25/08/2017,25/08/2017,Friday,40-44,Male,3047,1,0.03%,$1.38,1,100.0%,$1.38,0,0%,$0.00,1,100%,$1.38
25/08/2017,25/08/2017,Friday,35-39,Male,3029,1,0.03%,$1.05,1,100.0%,$1.05,1,100%,$1.05,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Male,3490,1,0.03%,$1.34,1,100.0%,$1.34,1,100%,$1.34,0,0%,$0
25/08/2017,25/08/2017,Friday,30-34,Female,4626,2,0.04%,$2.10,2,100.0%,$1.05,0,0%,$0.00,2,100%,$0.53
25/08/2017,25/08/2017,Friday,30-34,Female,2764,1,0.04%,$1.56,1,100.0%,$1.56,1,100%,$1.56,0,0%,$0
25/08/2017,25/08/2017,Friday,30-34,Male,49699,2,0.00%,$2.69,2,100.0%,$1.35,1,50%,$2.69,1,50%,$1.35
25/08/2017,25/08/2017,Friday,45-49,Female,1448,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
25/08/2017,25/08/2017,Friday,30-34,Male,1772,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Male,673,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
25/08/2017,25/08/2017,Friday,45-49,Male,370,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
25/08/2017,25/08/2017,Friday,30-34,Female,608,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
25/08/2017,25/08/2017,Friday,35-39,Female,1238,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
25/08/2017,25/08/2017,Friday,45-49,Female,1363,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Female,3569,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
25/08/2017,25/08/2017,Friday,45-49,Male,2479,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
25/08/2017,25/08/2017,Friday,30-34,Female,487,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
26/08/2017,26/08/2017,Saturday,40-44,Female,319501,79,0.02%,$111.65,0,0.0%,#DIV/0!,0,0%,$0.00,0,0%,$0
26/08/2017,26/08/2017,Saturday,45-49,Female,452398,114,0.03%,$180.22,1,1.0%,$180.22,0,0%,$0.00,1,100%,$180.22
26/08/2017,26/08/2017,Saturday,45-49,Female,358261,91,0.03%,$130.36,1,1.0%,$130.36,0,0%,$0.00,1,100%,$130.36
26/08/2017,26/08/2017,Saturday,45-49,Male,932890,197,0.02%,$352.45,3,2.0%,$117.48,1,1%,$352.45,2,67%,$58.74
26/08/2017,26/08/2017,Saturday,45-49,Female,191223,48,0.03%,$76.41,1,2.0%,$76.41,0,0%,$0.00,1,100%,$76.41
26/08/2017,26/08/2017,Saturday,45-49,Female,346688,88,0.03%,$114.86,2,2.0%,$57.43,0,0%,$0.00,2,100%,$28.72
26/08/2017,26/08/2017,Saturday,40-44,Female,489573,113,0.02%,$156.12,3,3.0%,$52.04,2,2%,$78.06,1,33%,$52.04
26/08/2017,26/08/2017,Saturday,45-49,Male,718359,147,0.02%,$264.59,4,3.0%,$66.15,1,1%,$264.59,3,75%,$22.05
26/08/2017,26/08/2017,Saturday,40-44,Female,822023,194,0.02%,$288.33,6,3.0%,$48.06,0,0%,$0.00,6,100%,$8.01
26/08/2017,26/08/2017,Saturday,45-49,Female,391998,97,0.02%,$142.05,3,3.0%,$47.35,1,1%,$142.05,2,67%,$23.68
26/08/2017,26/08/2017,Saturday,40-44,Female,93176,29,0.03%,$40.37,1,3.0%,$40.37,1,3%,$40.37,0,0%,$0
26/08/2017,26/08/2017,Saturday,45-49,Male,138959,28,0.02%,$39.52,1,4.0%,$39.52,0,0%,$0.00,1,100%,$39.52
26/08/2017,26/08/2017,Saturday,45-49,Male,126480,25,0.02%,$37.26,1,4.0%,$37.26,1,4%,$37.26,0,0%,$0
26/08/2017,26/08/2017,Saturday,40-44,Female,92263,24,0.03%,$34.03,1,4.0%,$34.03,0,0%,$0.00,1,100%,$34.03
26/08/2017,26/08/2017,Saturday,40-44,Female,81551,21,0.03%,$29.67,1,5.0%,$29.67,0,0%,$0.00,1,100%,$29.67
26/08/2017,26/08/2017,Saturday,30-34,Male,880814,123,0.01%,$210.36,6,5.0%,$35.06,2,2%,$105.18,4,67%,$8.77
26/08/2017,26/08/2017,Saturday,30-34,Male,312524,37,0.01%,$53.79,2,5.0%,$26.90,0,0%,$0.00,2,100%,$13.45
26/08/2017,26/08/2017,Saturday,30-34,Male,410310,55,0.01%,$96.80,3,5.0%,$32.27,0,0%,$0.00,3,100%,$10.76
26/08/2017,26/08/2017,Saturday,45-49,Male,426500,72,0.02%,$128.28,4,6.0%,$32.07,1,1%,$128.28,3,75%,$10.69
26/08/2017,26/08/2017,Saturday,30-34,Male,286553,34,0.01%,$62.06,2,6.0%,$31.03,1,3%,$62.06,1,50%,$31.03
26/08/2017,26/08/2017,Saturday,45-49,Male,433658,82,0.02%,$158.60,5,6.0%,$31.72,2,2%,$79.30,3,60%,$10.57
26/08/2017,26/08/2017,Saturday,45-49,Male,76014,16,0.02%,$22.67,1,6.0%,$22.67,1,6%,$22.67,0,0%,$0
26/08/2017,26/08/2017,Saturday,30-34,Male,98759,15,0.02%,$26.57,1,7.0%,$26.57,1,7%,$26.57,0,0%,$0
26/08/2017,26/08/2017,Saturday,45-49,Male,1177535,221,0.02%,$365.66,15,7.0%,$24.38,3,1%,$121.89,12,80%,$2.03
26/08/2017,26/08/2017,Saturday,40-44,Female,47229,13,0.03%,$19.28,1,8.0%,$19.28,0,0%,$0.00,1,100%,$19.28
26/08/2017,26/08/2017,Saturday,30-34,Male,572450,89,0.02%,$157.33,7,8.0%,$22.48,4,4%,$39.33,3,43%,$7.49
26/08/2017,26/08/2017,Saturday,45-49,Male,68829,12,0.02%,$19.48,1,8.0%,$19.48,0,0%,$0.00,1,100%,$19.48
26/08/2017,26/08/2017,Saturday,45-49,Female,99078,23,0.02%,$35.80,2,9.0%,$17.90,0,0%,$0.00,2,100%,$8.95
26/08/2017,26/08/2017,Saturday,40-44,Female,141037,32,0.02%,$47.79,3,9.0%,$15.93,0,0%,$0.00,3,100%,$5.31
26/08/2017,26/08/2017,Saturday,40-44,Female,41720,10,0.02%,$12.06,1,10.0%,$12.06,1,10%,$12.06,0,0%,$0
26/08/2017,26/08/2017,Saturday,45-49,Male,49916,10,0.02%,$16.38,1,10.0%,$16.38,1,10%,$16.38,0,0%,$0
26/08/2017,26/08/2017,Saturday,45-49,Male,50947,10,0.02%,$15.99,1,10.0%,$15.99,0,0%,$0.00,1,100%,$15.99
26/08/2017,26/08/2017,Saturday,40-44,Female,72741,19,0.03%,$24.33,2,11.0%,$12.17,0,0%,$0.00,2,100%,$6.08
26/08/2017,26/08/2017,Saturday,40-44,Female,38759,9,0.02%,$10.85,1,11.0%,$10.85,0,0%,$0.00,1,100%,$10.85
26/08/2017,26/08/2017,Saturday,30-34,Male,98606,9,0.01%,$12.11,1,11.0%,$12.11,0,0%,$0.00,1,100%,$12.11
26/08/2017,26/08/2017,Saturday,45-49,Female,102695,25,0.02%,$39.43,3,12.0%,$13.14,0,0%,$0.00,3,100%,$4.38
26/08/2017,26/08/2017,Saturday,45-49,Female,82827,24,0.03%,$47.93,3,13.0%,$15.98,0,0%,$0.00,3,100%,$5.33
26/08/2017,26/08/2017,Saturday,30-34,Male,1034284,152,0.01%,$257.71,20,13.0%,$12.89,9,6%,$28.63,11,55%,$1.17
26/08/2017,26/08/2017,Saturday,30-34,Male,128386,15,0.01%,$28.85,2,13.0%,$14.43,1,7%,$28.85,1,50%,$14.43
26/08/2017,26/08/2017,Saturday,45-49,Female,17572,7,0.04%,$9.38,1,14.0%,$9.38,0,0%,$0.00,1,100%,$9.38
26/08/2017,26/08/2017,Saturday,45-49,Female,104347,28,0.03%,$38.14,4,14.0%,$9.54,3,11%,$12.71,1,25%,$9.54
26/08/2017,26/08/2017,Saturday,45-49,Female,22216,6,0.03%,$9.55,1,17.0%,$9.55,0,0%,$0.00,1,100%,$9.55
26/08/2017,26/08/2017,Saturday,45-49,Female,83929,21,0.03%,$27.73,4,19.0%,$6.93,1,5%,$27.73,3,75%,$2.31
26/08/2017,26/08/2017,Saturday,30-34,Female,13019,5,0.04%,$6.96,1,20.0%,$6.96,0,0%,$0.00,1,100%,$6.96
26/08/2017,26/08/2017,Saturday,45-49,Female,18602,5,0.03%,$8.86,1,20.0%,$8.86,0,0%,$0.00,1,100%,$8.86
26/08/2017,26/08/2017,Saturday,30-34,Male,182452,20,0.01%,$35.73,4,20.0%,$8.93,1,5%,$35.73,3,75%,$2.98
26/08/2017,26/08/2017,Saturday,30-34,Male,189761,18,0.01%,$27.33,4,22.0%,$6.83,1,6%,$27.33,3,75%,$2.28
26/08/2017,26/08/2017,Saturday,30-34,Male,496760,42,0.01%,$61.01,10,24.0%,$6.10,3,7%,$20.34,7,70%,$0.87
26/08/2017,26/08/2017,Saturday,30-34,Male,984521,95,0.01%,$163.90,26,27.0%,$6.30,14,15%,$11.71,12,46%,$0.53
26/08/2017,26/08/2017,Saturday,40-44,Female,29466,7,0.02%,$10.85,2,29.0%,$5.43,0,0%,$0.00,2,100%,$2.71
26/08/2017,26/08/2017,Saturday,30-34,Male,310988,34,0.01%,$46.67,11,32.0%,$4.24,3,9%,$15.56,8,73%,$0.53
26/08/2017,26/08/2017,Saturday,30-34,Male,13659,3,0.02%,$3.84,1,33.0%,$3.84,0,0%,$0.00,1,100%,$3.84
26/08/2017,26/08/2017,Saturday,45-49,Female,9240,3,0.03%,$6.04,1,33.0%,$6.04,0,0%,$0.00,1,100%,$6.04
26/08/2017,26/08/2017,Saturday,45-49,Male,29455,3,0.01%,$4.77,1,33.0%,$4.77,0,0%,$0.00,1,100%,$4.77
26/08/2017,26/08/2017,Saturday,45-49,Male,23973,3,0.01%,$4.82,1,33.0%,$4.82,1,33%,$4.82,0,0%,$0
26/08/2017,26/08/2017,Saturday,30-34,Male,45923,5,0.01%,$7.22,2,40.0%,$3.61,0,0%,$0.00,2,100%,$1.81
26/08/2017,26/08/2017,Saturday,30-34,Male,40873,4,0.01%,$7.90,2,50.0%,$3.95,1,25%,$7.90,1,50%,$3.95
26/08/2017,26/08/2017,Saturday,30-34,Male,33445,2,0.01%,$3.20,1,50.0%,$3.20,0,0%,$0.00,1,100%,$3.20
26/08/2017,26/08/2017,Saturday,30-34,Male,145999,9,0.01%,$16.52,5,56.0%,$3.30,2,22%,$8.26,3,60%,$1.10
26/08/2017,26/08/2017,Saturday,30-34,Male,51104,2,0.00%,$3.20,3,150.0%,$1.07,1,50%,$3.20,2,67%,$0.53
26/08/2017,26/08/2017,Saturday,30-34,Male,32616,1,0.00%,$1.54,2,200.0%,$0.77,0,0%,$0.00,2,100%,$0.39
26/08/2017,26/08/2017,Saturday,30-34,Male,5374,1,0.02%,$1.04,4,400.0%,$0.26,0,0%,$0.00,4,100%,$0.07
26/08/2017,26/08/2017,Saturday,30-34,Female,1185,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
26/08/2017,26/08/2017,Saturday,45-49,Female,292,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
26/08/2017,26/08/2017,Saturday,30-34,Male,739,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
26/08/2017,26/08/2017,Saturday,30-34,Male,605,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
26/08/2017,26/08/2017,Saturday,30-34,Male,1030,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
26/08/2017,26/08/2017,Saturday,30-34,Male,790,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
27/08/2017,27/08/2017,Sunday,45-49,Female,317601,76,0.02%,$115.66,1,1.0%,$115.66,0,0%,$0.00,1,100%,$115.66
27/08/2017,27/08/2017,Sunday,45-49,Female,536457,136,0.03%,$193.66,2,1.0%,$96.83,1,1%,$193.66,1,50%,$96.83
27/08/2017,27/08/2017,Sunday,45-49,Female,1111156,282,0.03%,$402.30,5,2.0%,$80.46,0,0%,$0.00,5,100%,$16.09
27/08/2017,27/08/2017,Sunday,45-49,Female,221561,55,0.02%,$76.76,1,2.0%,$76.76,0,0%,$0.00,1,100%,$76.76
27/08/2017,27/08/2017,Sunday,45-49,Female,685211,164,0.02%,$247.32,4,2.0%,$61.83,3,2%,$82.44,1,25%,$61.83
27/08/2017,27/08/2017,Sunday,35-39,Male,223120,40,0.02%,$67.67,1,3.0%,$67.67,0,0%,$0.00,1,100%,$67.67
27/08/2017,27/08/2017,Sunday,45-49,Female,427772,117,0.03%,$159.30,3,3.0%,$53.10,1,1%,$159.30,2,67%,$26.55
27/08/2017,27/08/2017,Sunday,45-49,Female,260945,73,0.03%,$100.88,2,3.0%,$50.44,2,3%,$50.44,0,0%,$0
27/08/2017,27/08/2017,Sunday,35-39,Male,220581,31,0.01%,$57.37,1,3.0%,$57.37,1,3%,$57.37,0,0%,$0
27/08/2017,27/08/2017,Sunday,45-49,Female,548250,137,0.02%,$201.60,5,4.0%,$40.32,1,1%,$201.60,4,80%,$10.08
27/08/2017,27/08/2017,Sunday,45-49,Female,183293,53,0.03%,$73.75,2,4.0%,$36.88,1,2%,$73.75,1,50%,$36.88
27/08/2017,27/08/2017,Sunday,45-49,Male,148010,24,0.02%,$41.97,1,4.0%,$41.97,0,0%,$0.00,1,100%,$41.97
27/08/2017,27/08/2017,Sunday,45-49,Male,147551,22,0.01%,$38.50,1,5.0%,$38.50,0,0%,$0.00,1,100%,$38.50
27/08/2017,27/08/2017,Sunday,45-49,Female,479882,131,0.03%,$178.67,6,5.0%,$29.78,0,0%,$0.00,6,100%,$4.96
27/08/2017,27/08/2017,Sunday,45-49,Female,179894,43,0.02%,$66.84,2,5.0%,$33.42,0,0%,$0.00,2,100%,$16.71
27/08/2017,27/08/2017,Sunday,45-49,Female,368480,107,0.03%,$140.42,5,5.0%,$28.08,4,4%,$35.11,1,20%,$28.08
27/08/2017,27/08/2017,Sunday,45-49,Female,382776,97,0.03%,$132.73,5,5.0%,$26.55,1,1%,$132.73,4,80%,$6.64
27/08/2017,27/08/2017,Sunday,45-49,Female,78627,19,0.02%,$26.53,1,5.0%,$26.53,0,0%,$0.00,1,100%,$26.53
27/08/2017,27/08/2017,Sunday,40-44,Female,74542,19,0.03%,$34.15,1,5.0%,$34.15,0,0%,$0.00,1,100%,$34.15
27/08/2017,27/08/2017,Sunday,45-49,Female,719083,206,0.03%,$299.53,12,6.0%,$24.96,5,2%,$59.91,7,58%,$3.57
27/08/2017,27/08/2017,Sunday,30-34,Male,894911,120,0.01%,$215.84,7,6.0%,$30.83,4,3%,$53.96,3,43%,$10.28
27/08/2017,27/08/2017,Sunday,45-49,Male,1391924,258,0.02%,$422.84,17,7.0%,$24.87,10,4%,$42.28,7,41%,$3.55
27/08/2017,27/08/2017,Sunday,45-49,Female,51754,13,0.03%,$20.52,1,8.0%,$20.52,0,0%,$0.00,1,100%,$20.52
27/08/2017,27/08/2017,Sunday,35-39,Male,140147,24,0.02%,$42.08,2,8.0%,$21.04,0,0%,$0.00,2,100%,$10.52
27/08/2017,27/08/2017,Sunday,35-39,Male,84194,11,0.01%,$19.57,1,9.0%,$19.57,0,0%,$0.00,1,100%,$19.57
27/08/2017,27/08/2017,Sunday,45-49,Male,55536,11,0.02%,$17.05,1,9.0%,$17.05,0,0%,$0.00,1,100%,$17.05
27/08/2017,27/08/2017,Sunday,35-39,Male,275080,43,0.02%,$69.66,4,9.0%,$17.42,3,7%,$23.22,1,25%,$17.42
27/08/2017,27/08/2017,Sunday,35-39,Male,64647,10,0.02%,$16.27,1,10.0%,$16.27,0,0%,$0.00,1,100%,$16.27
27/08/2017,27/08/2017,Sunday,45-49,Female,40998,10,0.02%,$13.35,1,10.0%,$13.35,0,0%,$0.00,1,100%,$13.35
27/08/2017,27/08/2017,Sunday,45-49,Male,1026304,168,0.02%,$277.58,17,10.0%,$16.33,8,5%,$34.70,9,53%,$1.81
27/08/2017,27/08/2017,Sunday,45-49,Male,118882,19,0.02%,$32.31,2,11.0%,$16.16,1,5%,$32.31,1,50%,$16.16
27/08/2017,27/08/2017,Sunday,45-49,Male,168655,18,0.01%,$27.30,2,11.0%,$13.65,0,0%,$0.00,2,100%,$6.83
27/08/2017,27/08/2017,Sunday,45-49,Male,66794,9,0.01%,$17.33,1,11.0%,$17.33,1,11%,$17.33,0,0%,$0
27/08/2017,27/08/2017,Sunday,45-49,Male,111963,17,0.02%,$29.38,2,12.0%,$14.69,1,6%,$29.38,1,50%,$14.69
27/08/2017,27/08/2017,Sunday,30-34,Female,623137,100,0.02%,$138.92,12,12.0%,$11.58,1,1%,$138.92,11,92%,$1.05
27/08/2017,27/08/2017,Sunday,30-34,Female,22221,7,0.03%,$9.43,1,14.0%,$9.43,1,14%,$9.43,0,0%,$0
27/08/2017,27/08/2017,Sunday,45-49,Female,76785,19,0.02%,$25.46,3,16.0%,$8.49,0,0%,$0.00,3,100%,$2.83
27/08/2017,27/08/2017,Sunday,45-49,Female,25194,6,0.02%,$7.35,1,17.0%,$7.35,0,0%,$0.00,1,100%,$7.35
27/08/2017,27/08/2017,Sunday,30-34,Female,318042,46,0.01%,$64.41,8,17.0%,$8.05,4,9%,$16.10,4,50%,$2.01
27/08/2017,27/08/2017,Sunday,40-44,Female,24188,5,0.02%,$8.18,1,20.0%,$8.18,0,0%,$0.00,1,100%,$8.18
27/08/2017,27/08/2017,Sunday,45-49,Female,11199,4,0.04%,$5.73,1,25.0%,$5.73,1,25%,$5.73,0,0%,$0
27/08/2017,27/08/2017,Sunday,40-44,Female,11911,4,0.03%,$3.96,1,25.0%,$3.96,0,0%,$0.00,1,100%,$3.96
27/08/2017,27/08/2017,Sunday,35-39,Male,31265,4,0.01%,$5.79,1,25.0%,$5.79,0,0%,$0.00,1,100%,$5.79
27/08/2017,27/08/2017,Sunday,45-49,Female,32781,7,0.02%,$11.20,2,29.0%,$5.60,2,29%,$5.60,0,0%,$0
27/08/2017,27/08/2017,Sunday,30-34,Male,17954,6,0.03%,$7.54,2,33.0%,$3.77,1,17%,$7.54,1,50%,$3.77
27/08/2017,27/08/2017,Sunday,30-34,Male,38900,3,0.01%,$5.58,1,33.0%,$5.58,0,0%,$0.00,1,100%,$5.58
27/08/2017,27/08/2017,Sunday,30-34,Female,99020,10,0.01%,$14.48,4,40.0%,$3.62,1,10%,$14.48,3,75%,$1.21
27/08/2017,27/08/2017,Sunday,35-39,Female,5864,2,0.03%,$2.80,1,50.0%,$2.80,1,50%,$2.80,0,0%,$0
27/08/2017,27/08/2017,Sunday,40-44,Female,6699,2,0.03%,$3.09,1,50.0%,$3.09,0,0%,$0.00,1,100%,$3.09
27/08/2017,27/08/2017,Sunday,40-44,Male,10090,2,0.02%,$2.65,1,50.0%,$2.65,1,50%,$2.65,0,0%,$0
27/08/2017,27/08/2017,Sunday,30-34,Male,31349,2,0.01%,$3.80,1,50.0%,$3.80,0,0%,$0.00,1,100%,$3.80
27/08/2017,27/08/2017,Sunday,30-34,Male,24952,5,0.02%,$8.22,3,60.0%,$2.74,2,40%,$4.11,1,33%,$2.74
27/08/2017,27/08/2017,Sunday,35-39,Female,2508,1,0.04%,$1.22,1,100.0%,$1.22,0,0%,$0.00,1,100%,$1.22
27/08/2017,27/08/2017,Sunday,35-39,Female,2783,1,0.04%,$1.60,1,100.0%,$1.60,0,0%,$0.00,1,100%,$1.60
27/08/2017,27/08/2017,Sunday,35-39,Male,4423,1,0.02%,$1.46,1,100.0%,$1.46,1,100%,$1.46,0,0%,$0
27/08/2017,27/08/2017,Sunday,30-34,Male,8213,1,0.01%,$1.38,1,100.0%,$1.38,1,100%,$1.38,0,0%,$0
27/08/2017,27/08/2017,Sunday,40-44,Female,8152,1,0.01%,$0.99,1,100.0%,$0.99,0,0%,$0.00,1,100%,$0.99
27/08/2017,27/08/2017,Sunday,40-44,Female,3812,1,0.03%,$1.13,2,200.0%,$0.57,1,100%,$1.13,1,50%,$0.57
27/08/2017,27/08/2017,Sunday,30-34,Male,962,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
27/08/2017,27/08/2017,Sunday,45-49,Male,839,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
27/08/2017,27/08/2017,Sunday,30-34,Male,545,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
27/08/2017,27/08/2017,Sunday,40-44,Female,2755,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
27/08/2017,27/08/2017,Sunday,30-34,Male,1273,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
27/08/2017,27/08/2017,Sunday,30-34,Male,2214,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
28/08/2017,28/08/2017,Monday,45-49,Female,890295,227,0.03%,$332.99,1,0.0%,$332.99,0,0%,$0.00,1,100%,$332.99
28/08/2017,28/08/2017,Monday,45-49,Female,906151,202,0.02%,$295.55,1,0.0%,$295.55,0,0%,$0.00,1,100%,$295.55
28/08/2017,28/08/2017,Monday,45-49,Female,662249,163,0.02%,$234.94,2,1.0%,$117.47,0,0%,$0.00,2,100%,$58.74
28/08/2017,28/08/2017,Monday,45-49,Female,559554,139,0.02%,$195.08,2,1.0%,$97.54,0,0%,$0.00,2,100%,$48.77
28/08/2017,28/08/2017,Monday,45-49,Female,850337,198,0.02%,$287.69,3,2.0%,$95.90,1,1%,$287.69,2,67%,$47.95
28/08/2017,28/08/2017,Monday,45-49,Female,791817,194,0.02%,$282.49,4,2.0%,$70.62,2,1%,$141.25,2,50%,$35.31
28/08/2017,28/08/2017,Monday,45-49,Female,1358324,346,0.03%,$465.08,8,2.0%,$58.14,2,1%,$232.54,6,75%,$9.69
28/08/2017,28/08/2017,Monday,45-49,Female,320757,68,0.02%,$104.69,2,3.0%,$52.35,0,0%,$0.00,2,100%,$26.17
28/08/2017,28/08/2017,Monday,45-49,Female,1015460,247,0.02%,$315.90,9,4.0%,$35.10,2,1%,$157.95,7,78%,$5.01
28/08/2017,28/08/2017,Monday,30-34,Female,764793,101,0.01%,$171.98,4,4.0%,$43.00,2,2%,$85.99,2,50%,$21.50
28/08/2017,28/08/2017,Monday,30-34,Female,515812,69,0.01%,$117.63,3,4.0%,$39.21,1,1%,$117.63,2,67%,$19.61
28/08/2017,28/08/2017,Monday,30-34,Female,690373,91,0.01%,$159.57,5,5.0%,$31.91,2,2%,$79.79,3,60%,$10.64
28/08/2017,28/08/2017,Monday,35-39,Male,104869,18,0.02%,$34.07,1,6.0%,$34.07,0,0%,$0.00,1,100%,$34.07
